heavy-metal,https://open.spotify.com/playlist/4DdTfFIPzlQ3uSzKidJUwc?si=3cbe91edf7084113
death-metal,https://open.spotify.com/playlist/4xpP8zddmGqyxDfxIhfkF9?si=6dd7c89abc224064
black-metal,https://open.spotify.com/playlist/26TBf8yBfptXMIYbjmB2ri?si=91eddbc2ed8445c3
power-metal,https://open.spotify.com/playlist/11IapIC7FdlMevatHyn02R?si=5bce9af0af6a4518
metalcore,https://open.spotify.com/playlist/6e8l5CDGV1JgWurFgkRNKC?si=041da383856b4573
doom-metal,https://open.spotify.com/playlist/11tSI5DE87CI6aJC6BDhRj?si=8beae4da8796452d
crossover-thrash,https://open.spotify.com/playlist/1btB9W2ZyruyHxh8DVuwFw?si=6fe1edac3dae4753
progressive-metal,https://open.spotify.com/playlist/3M2efBz3x9Z5TWqRixd0J3?si=656e0802bcd240f9
melodic-death-metal,https://open.spotify.com/playlist/2YRqoYOYvNXKJ9eTY3TcZB?si=681a72b11ecf4726
avant-garde-metal,https://open.spotify.com/playlist/2wXCSjw8YRSMDParf5HRox?si=e9eabadb7cce4138
glam-metal,https://open.spotify.com/playlist/6t9wFuj48sGBe3RCS2f22R?si=a9c8b41a4b314587
neoclassical-metal,https://open.spotify.com/playlist/0kpCCg6PWrUqKdT8k7scZ5?si=1d8b58102fef4cb6
grindcore,https://open.spotify.com/playlist/1OaV7aML4UXrx97doCCwEL?si=134db6bd390c47d4
symphonic-metal,https://open.spotify.com/playlist/38xbtNr2JEhEw11DI6z2Zr?si=387c2959c1464d6a
gothic-metal,https://open.spotify.com/playlist/2UspEzd8oL2O0XCMMKxvdM?si=5d33b69be7ce4d6f
funk-metal,https://open.spotify.com/playlist/41zsAXPgYn5NjFWVo5tCeU?si=d1b9834184504ed0
deathcore,https://open.spotify.com/playlist/0v1UOYTlxKcQ477cjdfO7E?si=96c40e71a6184e8a
goregrind,https://open.spotify.com/playlist/4LJpBV82NCX0byT4i9hFHC?si=d03bd061e5614275
crust-punk,https://open.spotify.com/playlist/3TjnhcufcJkuAsP6FoZK3q?si=f05fc2790b284ddb
industrial-metal,https://open.spotify.com/playlist/2tTJvzg2gfpHihySM9ssWL?si=d338ae105d674bbb
speed-metal,https://open.spotify.com/playlist/32rNEZHfXe8ebwmR400u1n?si=d087fa04fe78403a
post-metal,https://open.spotify.com/playlist/5KfVt2yslWIcOPUUG3Ms1y?si=fe156ebc39f2447b
